response_id,participant_id,age_range,education_level,occupation_category,ai_knowledge_level,domain_knowledge_level,image_id,image_label,domain,model_predicted_class,selected_option,selected_method,satisfaction,confidence,understanding,mean_helpfulness,preferred_response_length,preferred_technical_level,preferred_format,preferred_explanation_types,main_goals,perceived_error_impact
R0045,P018,18–24,Grado,"Estudiante, Investigador/a (académico)",4,3,8,img_08,Naturaleza / animales,Mariposa,Opción C,Integrated Gradients,3,3,2,2.6666666666666665,Larga: explicación completa y detallada,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Principalmente visual,"Explicaciones con ejemplos similares, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",Alto: el error podría tener consecuencias importantes
R0046,P008,18–24,Bachillerato/FP,Estudiante,2,2,5,img_05,Naturaleza / animales,Mariposa,Opción D,LIME,3,4,4,3.6666666666666665,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Explicaciones con comparaciones o contraejemplos,"Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",Medio: el error podría causar cierta confusión o problema
R0047,P024,18–24,Grado,Estudiante,5,2,3,img_03,Naturaleza / animales,Serpiente,Opción E,Saliency,4,4,4,4.0,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",Medio: el error podría causar cierta confusión o problema
R0048,P014,18–24,Grado,"Estudiante, Otro / texto libre anonimizado",5,2,5,img_05,Naturaleza / animales,Mariposa,Opción A,Anchor,3,3,3,3.0,Corta: solo lo esencial,Técnico: explicación más especializada y precisa,Texto breve + imagen,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",Alto: el error podría tener consecuencias importantes
R0049,P008,18–24,Bachillerato/FP,Estudiante,2,2,8,img_08,Naturaleza / animales,Mariposa,Opción E,Saliency,3,4,3,3.3333333333333335,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Explicaciones con comparaciones o contraejemplos,"Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",Medio: el error podría causar cierta confusión o problema
R0050,P016,35–44,Grado,Desempleado/a / en búsqueda,4,2,2,img_02,Naturaleza / animales,Pato,Opción E,Saliency,2,3,1,2.0,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",Medio: el error podría causar cierta confusión o problema
R0051,P011,18–24,Grado,Profesional de otro sector,4,2,10,img_10,Naturaleza / animales,Elefante,Opción A,Anchor,4,4,3,3.6666666666666665,Media: explicación breve con algo de detalle,Simple: lenguaje claro y sin tecnicismos,Texto detallado + imagen,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen), No tengo preferencia / me da igual","Transparencia: entender por qué el sistema tomó esa decisión, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",Medio: el error podría causar cierta confusión o problema
R0052,P012,18–24,Master,Estudiante,4,3,9,img_09,Naturaleza / animales,Aguila,Opción E,Saliency,4,3,4,3.6666666666666665,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema",Medio: el error podría causar cierta confusión o problema
R0053,P018,18–24,Grado,"Estudiante, Investigador/a (académico)",4,3,11,img_11,Naturaleza / animales,Tortuga,Opción B,Grad-CAM,3,2,3,2.6666666666666665,Larga: explicación completa y detallada,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Principalmente visual,"Explicaciones con ejemplos similares, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",Alto: el error podría tener consecuencias importantes
R0054,P002,18–24,Grado,"Estudiante, Profesional del sector tecnológico / IA / datos",4,3,9,img_09,Naturaleza / animales,Aguila,Opción B,Grad-CAM,3,3,4,3.3333333333333335,Larga: explicación completa y detallada,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,"Explicaciones con comparaciones o contraejemplos, Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",Medio: el error podría causar cierta confusión o problema
R0055,P001,25–34,Grado,Investigador/a (académico),3,3,3,img_03,Naturaleza / animales,Serpiente,Opción B,Grad-CAM,3,3,3,3.0,Media: explicación breve con algo de detalle,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,"Explicaciones con ejemplos similares, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea",Medio: el error podría causar cierta confusión o problema
R0056,P008,18–24,Bachillerato/FP,Estudiante,2,2,1,img_01,Naturaleza / animales,Aguila,Opción A,Anchor,2,2,2,2.0,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Explicaciones con comparaciones o contraejemplos,"Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",Medio: el error podría causar cierta confusión o problema
R0057,P014,18–24,Grado,"Estudiante, Otro / texto libre anonimizado",5,2,3,img_03,Naturaleza / animales,Serpiente,Opción A,Anchor,3,3,3,3.0,Corta: solo lo esencial,Técnico: explicación más especializada y precisa,Texto breve + imagen,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",Alto: el error podría tener consecuencias importantes
R0058,P009,18–24,Prefiero no contestar,Prefiero no contestar,1,2,6,img_06,Naturaleza / animales,Tigre,Opción D,LIME,3,3,3,3.0,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Me da igual,No tengo preferencia / me da igual,"Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",Medio: el error podría causar cierta confusión o problema
R0059,P015,18–24,Bachillerato/FP,Estudiante,3,3,1,img_01,Naturaleza / animales,Aguila,Opción A,Anchor,2,2,2,2.0,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,"Explicaciones con ejemplos similares, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",Medio: el error podría causar cierta confusión o problema
R0060,P008,18–24,Bachillerato/FP,Estudiante,2,2,9,img_09,Naturaleza / animales,Aguila,Opción E,Saliency,3,2,3,2.6666666666666665,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Explicaciones con comparaciones o contraejemplos,"Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",Medio: el error podría causar cierta confusión o problema
R0061,P012,18–24,Master,Estudiante,4,3,10,img_10,Naturaleza / animales,Elefante,Opción E,Saliency,4,4,4,4.0,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema",Medio: el error podría causar cierta confusión o problema
